5511	ׁ	124
1	a	2888276
27	A	238017
5002	á	633
4869	Á	766
5424	à	211
5530	Ą	105
5457	AA	178
5419	AAA	216
5484	Aaron	151
5462	ab	173
5339	AB	296
5470	ABB	165
5505	abba	130
5501	Abba	134
5507	Abbey	128
5463	Abbott	172
5502	Abby	133
5067	ABC	568
5380	abecedy	255
5218	Ábel	417
5503	Abigail	132
5360	ABL	275
5528	abnormálně	107
5509	abnormální	126
5242	Abraham	393
5521	Abrahama	114
5476	ABS	159
4520	absence	1115
5440	Absence	195
4989	absenci	646
5338	absencí	297
5515	Absolon	120
3509	absolutně	2156
5410	Absolutně	225
3035	absolutní	2719
5339	Absolutní	296
5344	absolutního	291
5470	absolutních	165
5333	absolutním	302
5287	absolvent	348
5516	absolventa	119
5490	absolventem	145
5269	absolventi	366
5078	absolventů	557
5342	absolventy	293
4305	absolvoval	1331
5465	Absolvoval	170
5170	absolvovala	465
5219	absolvovali	416
5177	absolvování	458
4824	absolvovat	811
5428	absolvuje	207
5451	absolvují	184
5497	absorbovat	138
5484	absorbuje	151
5535	absorpce	100
5528	absorpční	107
5503	abstinence	132
5518	abstinenci	117
5417	abstrakce	218
5528	abstrakci	107
4810	abstraktní	825
5508	abstraktního	127
5512	abstraktních	123
5527	abstraktním	108
5525	absurdity	110
5421	absurdně	214
4182	absurdní	1454
5533	absurdních	102
5264	Abú	371
39	aby	180912
1089	Aby	8079
5469	ABY	166
285	abych	27699
3795	Abych	1848
646	abychom	12977
3998	Abychom	1640
1949	abys	4638
5311	Abys	324
5312	abysme	323
1144	abyste	7740
4789	Abyste	846
5022	AC	613
5410	Academia	225
5432	Academy	203
5473	Ace	162
5219	Acer	416
5529	Acronis	106
5362	Active	273
3514	ač	2150
4517	Ač	1118
5457	áčka	178
5502	áčko	133
2052	ačkoli	4376
2821	Ačkoli	2997
2948	ačkoliv	2834
3323	Ačkoliv	2360
4838	ad	797
5228	Ad	407
5515	AD	120
4436	Ada	1199
2773	Adam	3060
5514	ADAM	121
4913	Adama	722
5389	Adame	246
5470	Adamec	165
5420	Adámek	215
5407	Adamem	228
5373	Adamovi	262
4800	Adams	835
5526	Adamse	109
